timestamp,map_name,step,x,y,continuous_x,continuous_y,position_known,heading_known,pose_known,heading_index,heading_deg,action,reason,rl_shadow_enabled,rl_shadow_action,rl_shadow_agrees,rl_shadow_status,frame_sequence,requested_seconds,held_seconds,change_score,flow_dx_px,flow_dy_px,median_flow_px,flow_dispersion_px,flow_confidence,flow_inlier_ratio,tracked_points,flow_detected_points,flow_valid_tracks,flow_moving_points,flow_moving_ratio,flow_spatial_coverage,flow_occupied_regions,flow_translation_coherence,flow_expansion_coherence,flow_camera_model,motion_debug_path,motion_outcome,distance_cells,expected_flow_px,observed_motion_px,flow_residual_px,maximum_flow_residual_px,flow_validation_reason,odometry_integrated,collision,pang_visible,pang_score,teleport_suspected,fast_heading,fast_heading_confidence,fast_heading_uncertainty,fast_heading_stale,strict_heading,strict_heading_confidence,strict_heading_uncertainty,recovery_reason,recovery_requires_spawn_reset,stop_reason
2026-07-26T22:23:25.483+00:00,Tower AoE,55,-1,54,-1.0928,54.2417,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3823,0.12,0.12012,0.0171,-1.263,9.428,9.913,3.766,0.888,0.406,96,181,160,96,0.6,0.583,7,0.813,0.495,translation,,moved,1.001,13.519,9.913,3.605,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3871,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:26.148+00:00,Tower AoE,56,-1,55,-1.113,55.2461,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3863,0.12,0.12055,0.01693,-1.547,10.329,10.522,5.04,0.887,0.398,88,169,154,88,0.571,0.833,10,0.858,0.529,translation,,moved,1.0046,13.129,10.522,2.607,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.387,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:26.783+00:00,Tower AoE,57,-1,56,-1.1332,56.2495,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3902,0.12,0.12043,0.01732,-2.486,12.636,16.526,10.414,0.896,0.524,84,170,143,84,0.587,0.75,9,0.899,0.628,translation,,moved,1.0036,12.848,16.526,3.679,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.387,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:27.427+00:00,Tower AoE,58,-1,57,-1.1534,57.2508,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3940,0.12,0.12018,0.01711,0.946,13.14,14.072,6.28,0.876,0.397,73,176,137,73,0.533,0.667,8,0.838,0.249,translation,,moved,1.0015,13.068,14.072,1.003,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3869,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:28.060+00:00,Tower AoE,59,-1,58,-1.1736,58.2529,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,3978,0.12,0.12028,0.01708,-0.444,9.531,13.535,8.725,0.877,0.359,78,169,148,78,0.527,0.833,10,0.853,0.35,translation,,moved,1.0023,13.129,13.535,0.407,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.4126,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:28.681+00:00,Tower AoE,60,-1,59,-1.1938,59.2573,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4018,0.12,0.12055,0.01748,0.611,7.522,11.2,7.385,0.876,0.316,76,166,144,76,0.528,0.833,10,0.848,0.259,translation,,moved,1.0046,13.153,11.2,1.953,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.4087,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:29.329+00:00,Tower AoE,61,-1,60,-1.214,60.2601,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4057,0.12,0.12036,0.01748,-3.695,7.543,9.291,3.383,0.88,0.553,76,172,144,76,0.528,0.5,6,0.879,0.364,translation,,moved,1.003,12.942,9.291,3.651,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3885,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:29.970+00:00,Tower AoE,62,-1,61,-1.2342,61.2613,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4098,0.12,0.12018,0.01794,-2.72,7.827,10.21,3.443,0.885,0.594,96,191,174,96,0.552,0.667,8,0.875,0.43,translation,,moved,1.0015,12.548,10.21,2.338,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3889,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:30.597+00:00,Tower AoE,63,-1,62,-1.2544,62.2626,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4139,0.12,0.12018,0.01895,-0.843,8.848,11.796,5.76,0.905,0.459,122,204,184,122,0.663,0.75,9,0.838,0.474,translation,,moved,1.0015,12.295,11.796,0.499,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3891,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:31.215+00:00,Tower AoE,64,-1,63,-1.2752,63.2978,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4178,0.12,0.12424,0.01924,-0.702,7.822,8.289,2.287,0.905,0.531,130,236,205,130,0.634,0.75,9,0.89,0.372,translation,,moved,1.0354,12.241,8.289,3.952,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3867,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:31.844+00:00,Tower AoE,65,-1,64,-1.2954,64.2992,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4217,0.12,0.12019,0.02106,-2.413,10.406,11.039,4.787,0.915,0.453,148,240,219,148,0.676,0.75,9,0.896,0.527,translation,,moved,1.0016,11.815,11.039,0.776,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.781,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:32.490+00:00,Tower AoE,66,-1,65,-1.3157,65.3067,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4259,0.12,0.12093,0.02167,-3.079,8.652,9.178,4.479,0.92,0.552,181,265,235,181,0.77,0.833,10,0.773,0.482,translation,,moved,1.0078,11.731,9.178,2.553,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.7705,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:33.119+00:00,Tower AoE,67,-1,66,-1.3362,66.3248,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4298,0.12,0.1222,0.02276,-0.993,10.781,11.762,4.515,0.926,0.523,172,280,233,172,0.738,0.833,10,0.877,0.452,translation,,moved,1.0183,11.455,11.762,0.307,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.7722,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:33.767+00:00,Tower AoE,68,-1,67,-1.3564,67.3292,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4338,0.12,0.12055,0.02308,-0.366,11.161,11.74,3.522,0.923,0.649,171,277,229,171,0.747,0.75,9,0.835,0.412,translation,,moved,1.0046,11.473,11.74,0.266,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.7909,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:34.394+00:00,Tower AoE,69,-1,68,-1.3767,68.3339,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4376,0.12,0.12058,0.02325,0.207,10.929,11.318,4.271,0.917,0.669,136,258,188,136,0.723,0.917,11,0.827,0.254,translation,,moved,1.0048,11.489,11.318,0.172,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.7803,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:35.037+00:00,Tower AoE,70,-1,69,-1.3969,69.3361,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4417,0.12,0.12029,0.02387,-0.041,12.943,12.955,3.767,0.913,0.702,121,232,184,121,0.658,0.667,8,0.913,0.251,translation,,moved,1.0024,11.471,12.955,1.484,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.7781,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:35.688+00:00,Tower AoE,71,-1,70,-1.417,70.337,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4459,0.12,0.12014,0.02406,-0.381,11.907,12.215,4.824,0.926,0.615,143,229,200,143,0.715,0.833,10,0.917,0.279,translation,,moved,1.0011,11.56,12.215,0.655,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.7906,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:36.325+00:00,Tower AoE,72,-1,71,-1.4372,71.3384,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4498,0.12,0.1202,0.02404,0.089,10.686,11.306,4.237,0.928,0.667,153,225,205,153,0.746,0.583,7,0.874,0.338,translation,,moved,1.0016,11.599,11.306,0.293,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.8171,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:36.955+00:00,Tower AoE,73,-1,72,-1.4574,72.3389,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4542,0.12,0.12008,0.02664,1.106,12.762,13.445,5.365,0.927,0.574,141,233,191,141,0.738,0.833,10,0.882,0.377,translation,,moved,1.0007,11.568,13.445,1.877,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.8073,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:37.595+00:00,Tower AoE,74,-1,73,-1.4776,73.3425,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4584,0.12,0.12045,0.01464,-0.11,1.881,2.648,1.539,0.906,0.725,149,230,219,149,0.68,0.833,10,0.822,0.312,translation,,moved,1.0038,11.68,2.648,9.032,,distributed visual travel confirmed (translation camera evidence),True,False,True,0.8278,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:38.292+00:00,Tower AoE,75,-1,73,-1.4776,73.3425,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4628,0.12,0.12039,0.00652,-1.213,2.637,4.011,3.028,0.797,0.5,72,221,206,72,0.35,0.417,5,0.542,0.242,translation,motion_debug\step_0075_forward_motion.json,blocked,0.0,11.529,4.011,7.518,,"forward flow collapsed and rotated away from the established run direction; partial wall slide/contact likely (flow ratio 0.35, direction deviation 23.4°)",False,True,False,0.816,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:39.417+00:00,Tower AoE,76,-1,74,-1.4978,74.3473,True,True,True,1,358.846,FORWARD,unknown neighbor,True,TURN_LEFT,False,ok,4713,0.12,0.12061,0.00683,-0.732,-0.084,9.614,12.605,0.761,0.528,53,223,200,53,0.265,0.5,6,0.281,0.404,mixed,motion_debug\step_0076_forward_recheck_2_motion.json,moved,1.005,10.705,9.614,1.091,,distributed visual travel confirmed (mixed camera evidence),True,False,True,0.8434,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:40.047+00:00,Tower AoE,77,-2,75,-1.5186,75.3791,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4747,0.12,0.12384,0.00748,-0.105,0.867,3.221,3.203,0.798,0.541,74,230,226,74,0.327,0.5,6,0.121,0.584,perspective-expansion,,moved,1.032,10.587,3.221,7.366,,distributed visual travel confirmed (perspective-expansion camera evidence),True,False,True,0.8435,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:40.926+00:00,Tower AoE,78,-2,76,-1.5388,76.381,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4812,0.12,0.12025,0.00824,0.751,0.505,5.992,7.347,0.814,0.537,67,239,226,67,0.296,0.5,6,0.282,0.757,perspective-expansion,motion_debug\step_0078_forward_recheck_1_motion.json,moved,1.0021,9.791,5.992,3.8,,distributed visual travel confirmed (perspective-expansion camera evidence),True,False,True,0.8315,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:41.555+00:00,Tower AoE,79,-2,77,-1.559,77.3834,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4844,0.12,0.12032,0.00769,-0.631,0.794,4.909,5.519,0.771,0.412,68,244,240,68,0.283,0.667,8,0.241,0.449,mixed,,moved,1.0026,9.381,4.909,4.472,,distributed visual travel confirmed (mixed camera evidence),True,False,False,0.7943,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:42.260+00:00,Tower AoE,80,-2,77,-1.559,77.3834,True,True,True,1,358.846,FORWARD,unknown neighbor,True,FORWARD,True,ok,4885,0.12,0.12057,0.00954,0.023,0.976,1.105,0.298,0.841,0.899,99,238,238,99,0.416,0.917,11,0.764,0.415,translation,motion_debug\step_0080_forward_motion.json,blocked,0.0,10.46,1.105,9.355,,"forward flow collapsed relative to recent same-heading travel; partial wall slide/contact likely (flow ratio 0.11, direction deviation 2.0°)",False,True,True,0.8224,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:43.158+00:00,Tower AoE,81,-2,77,-1.559,77.3834,True,True,True,1,358.846,FORWARD,unknown neighbor,True,TURN_LEFT,False,ok,4957,0.12,0.12025,0.02145,1.811,-0.888,2.017,0.689,0.673,1.0,17,241,156,17,0.109,0.25,3,0.989,0.581,translation,motion_debug\step_0081_forward_recheck_1_motion.json,blocked,0.0,10.46,2.017,8.443,,"forward flow collapsed and rotated away from the established run direction; partial wall slide/contact likely (flow ratio 0.19, direction deviation 116.8°)",False,True,True,0.8428,False,358.846,0.909,1.269,False,358.846,0.891,1.269,,False,
2026-07-26T22:23:50.410+00:00,Tower AoE,82,-2,77,-1.559,77.3834,True,True,True,0,94.367,TURN_RIGHT,unknown neighbor,True,TURN_LEFT,False,ok,5455,0.03145,0.03265,,,,,,,,,,,,,,,,,,,turn,,,,,,,False,False,False,0.378,False,94.367,0.873,1.456,False,94.367,0.844,1.456,,False,
2026-07-26T22:23:51.519+00:00,Tower AoE,83,-1,77,-0.5579,77.312,True,True,True,0,93.791,FORWARD,unknown neighbor,True,FORWARD,True,ok,5517,0.12,0.12044,0.0284,5.409,2.038,14.182,10.058,0.854,0.279,129,286,198,129,0.652,0.833,10,0.464,0.273,translation,,moved,1.0037,8.898,14.182,5.284,,distributed visual travel confirmed (translation camera evidence),True,False,False,0.3784,False,95.344,0.879,1.379,False,93.791,0.689,1.371,,False,
2026-07-26T22:23:52.852+00:00,Tower AoE,84,-1,77,-0.5579,77.312,False,True,False,0,93.791,FORWARD,unknown neighbor,True,FORWARD,True,ok,5613,0.12,0.12062,0.15052,2.755,3.727,4.635,1.791,0.29,1.0,5,305,30,5,0.167,0.083,1,0.699,0.06,translation,motion_debug\step_0084_forward_recheck_3_motion.json,uncertain,,9.215,4.635,4.58,,forward evidence failed: moving tracks 5 < 6; moving ratio 0.17 < 0.25; occupied regions 1 < 2; flow confidence 0.29 < 0.38,False,False,False,0.4164,False,93.797,0.889,1.371,False,93.791,0.865,1.371,"Forward travel remained visually uncertain after fresh-frame revalidation, so the new position was not guessed. Reason: forward evidence failed: moving tracks 5 < 6; moving ratio 0.17 < 0.25; occupied regions 1 < 2; flow confidence 0.29 < 0.38. Return manually to the known spawn, then resume the persistent map.",True,
