kind	path_a	path_b	evidence
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_duplicate_recordings_are_0/session/manifest.json	flyff_farming_simulator/.pytest-temp-v17/test_unproven_presence_and_mis0/session/manifest.json	3e2a8d5553f5563c428ef632adc82a41b72702990220741bae522e91ee52809b
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_recording_fit_and_demo_ex0/session/manifest.json	flyff_farming_simulator/.pytest-temp-v17/test_unproven_presence_and_mis0/session/manifest.json	3e2a8d5553f5563c428ef632adc82a41b72702990220741bae522e91ee52809b
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_synthetic_curriculum_gene0/curriculum/curriculum.json	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_0/curriculum/curriculum.json	d318be82112b34966f3b43dd4be9302ede21dfdcb5f88259bd9f21bf67251149
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_synthetic_curriculum_gene0/curriculum/curriculum.json	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_1/curriculum/curriculum.json	d318be82112b34966f3b43dd4be9302ede21dfdcb5f88259bd9f21bf67251149
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_synthetic_curriculum_gene0/curriculum/variants/01_early_open_field_typical_fast/map_assets/map.json	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_0/curriculum/variants/01_early_open_field_typical_fast/map_assets/map.json	30d1b3ea7a526e985ce819d53f5d7e6e1c46c560d850412842df27d1661dce67
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_synthetic_curriculum_gene0/curriculum/variants/01_early_open_field_typical_fast/map_assets/map.json	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_1/curriculum/variants/01_early_open_field_typical_fast/map_assets/map.json	30d1b3ea7a526e985ce819d53f5d7e6e1c46c560d850412842df27d1661dce67
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_synthetic_curriculum_gene0/curriculum/variants/01_early_open_field_typical_fast/map_assets/occupancy.npy	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_0/curriculum/variants/01_early_open_field_typical_fast/map_assets/occupancy.npy	7dadb337e5f5d07bf67ce9e885afcff99299eb8e87a4f3e13b94d0797a1bac9c
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_synthetic_curriculum_gene0/curriculum/variants/01_early_open_field_typical_fast/map_assets/occupancy.npy	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_1/curriculum/variants/01_early_open_field_typical_fast/map_assets/occupancy.npy	7dadb337e5f5d07bf67ce9e885afcff99299eb8e87a4f3e13b94d0797a1bac9c
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_synthetic_curriculum_gene0/curriculum/variants/02_intermediate_irregular_plain_uneven_typical/map_assets/map.json	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_0/curriculum/variants/02_intermediate_irregular_plain_uneven_typical/map_assets/map.json	33ddd640f2b1dec271c043784f4419f97c8732cb3ed2f12a9a5402d31cc100ab
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_synthetic_curriculum_gene0/curriculum/variants/02_intermediate_irregular_plain_uneven_typical/map_assets/map.json	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_1/curriculum/variants/02_intermediate_irregular_plain_uneven_typical/map_assets/map.json	33ddd640f2b1dec271c043784f4419f97c8732cb3ed2f12a9a5402d31cc100ab
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_synthetic_curriculum_gene0/curriculum/variants/02_intermediate_irregular_plain_uneven_typical/map_assets/occupancy.npy	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_0/curriculum/variants/02_intermediate_irregular_plain_uneven_typical/map_assets/occupancy.npy	3f6d3ab616a88a741bdecf5416e305956951dc11113df1534b3facc6dc516e81
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_synthetic_curriculum_gene0/curriculum/variants/02_intermediate_irregular_plain_uneven_typical/map_assets/occupancy.npy	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_1/curriculum/variants/02_intermediate_irregular_plain_uneven_typical/map_assets/occupancy.npy	3f6d3ab616a88a741bdecf5416e305956951dc11113df1534b3facc6dc516e81
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_synthetic_curriculum_gene0/curriculum/variants/03_advanced_broad_lobes_shifting_variable/map_assets/map.json	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_0/curriculum/variants/03_advanced_broad_lobes_shifting_variable/map_assets/map.json	5a7fbe7000a1d815d572630ac1757131719c70fa73b8465c0f343a552dfce811
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_synthetic_curriculum_gene0/curriculum/variants/03_advanced_broad_lobes_shifting_variable/map_assets/map.json	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_1/curriculum/variants/03_advanced_broad_lobes_shifting_variable/map_assets/map.json	5a7fbe7000a1d815d572630ac1757131719c70fa73b8465c0f343a552dfce811
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_synthetic_curriculum_gene0/curriculum/variants/03_advanced_broad_lobes_shifting_variable/map_assets/occupancy.npy	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_0/curriculum/variants/03_advanced_broad_lobes_shifting_variable/map_assets/occupancy.npy	23fe28e396756a83485f5f87e1ee07a17edb97c48a70a79a0d43d9e1a7762633
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_synthetic_curriculum_gene0/curriculum/variants/03_advanced_broad_lobes_shifting_variable/map_assets/occupancy.npy	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_1/curriculum/variants/03_advanced_broad_lobes_shifting_variable/map_assets/occupancy.npy	23fe28e396756a83485f5f87e1ee07a17edb97c48a70a79a0d43d9e1a7762633
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_0/curriculum/curriculum.json	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_1/curriculum/curriculum.json	d318be82112b34966f3b43dd4be9302ede21dfdcb5f88259bd9f21bf67251149
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_0/curriculum/variants/01_early_open_field_typical_fast/map_assets/map.json	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_1/curriculum/variants/01_early_open_field_typical_fast/map_assets/map.json	30d1b3ea7a526e985ce819d53f5d7e6e1c46c560d850412842df27d1661dce67
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_0/curriculum/variants/01_early_open_field_typical_fast/map_assets/occupancy.npy	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_1/curriculum/variants/01_early_open_field_typical_fast/map_assets/occupancy.npy	7dadb337e5f5d07bf67ce9e885afcff99299eb8e87a4f3e13b94d0797a1bac9c
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_0/curriculum/variants/02_intermediate_irregular_plain_uneven_typical/map_assets/map.json	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_1/curriculum/variants/02_intermediate_irregular_plain_uneven_typical/map_assets/map.json	33ddd640f2b1dec271c043784f4419f97c8732cb3ed2f12a9a5402d31cc100ab
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_0/curriculum/variants/02_intermediate_irregular_plain_uneven_typical/map_assets/occupancy.npy	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_1/curriculum/variants/02_intermediate_irregular_plain_uneven_typical/map_assets/occupancy.npy	3f6d3ab616a88a741bdecf5416e305956951dc11113df1534b3facc6dc516e81
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_0/curriculum/variants/03_advanced_broad_lobes_shifting_variable/map_assets/map.json	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_1/curriculum/variants/03_advanced_broad_lobes_shifting_variable/map_assets/map.json	5a7fbe7000a1d815d572630ac1757131719c70fa73b8465c0f343a552dfce811
exact_sha256	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_0/curriculum/variants/03_advanced_broad_lobes_shifting_variable/map_assets/occupancy.npy	flyff_farming_simulator/.pytest-temp-v17/test_variant_filter_and_fixed_1/curriculum/variants/03_advanced_broad_lobes_shifting_variable/map_assets/occupancy.npy	23fe28e396756a83485f5f87e1ee07a17edb97c48a70a79a0d43d9e1a7762633
exact_sha256	flyff_farming_simulator/datasets/factorized_human_demonstrations.npz	flyff_farming_simulator/datasets/split_branch_human.npz	edbddc62c961982f055298542110cf6488619c40ff1728ff41c40ee8664a7fde
exact_sha256	flyff_farming_simulator/datasets/factorized_teacher.npz	flyff_farming_simulator/datasets/split_branch_teacher.npz	6fc7de3c8dddb333f993c76aab9d35f9eed8a76aa309f67c12538ec0c6644815
exact_sha256	flyff_farming_simulator/evaluations/diagnose_ltr_rtl_contrastive.json	flyff_farming_simulator/evaluations/diagnose_ltr_rtl_contrastive_pre_selector_patch.json	78a27e5a43da3c658b5b515ff1fe5f6ba3f5243b2a5250e1287499963175f2ef
exact_sha256	flyff_farming_simulator/evaluations/routing_regression_fixtures_result.json	flyff_farming_simulator/evaluations/routing_regression_fixtures_result_pre_selector_patch.json	5066436e11729d2af146816a2b027354a7dfc3e68979ed1d1881ceac26130105
exact_sha256	flyff_farming_simulator/farming/actions.py	foreground_vision_bot/farming/actions.py	9a5b822a6274cf6f4327353371e4b07e2d595e4da57e66613a435f2662b94298
exact_sha256	flyff_farming_simulator/farming/map_masks.py	foreground_vision_bot/farming/map_masks.py	c91ccd8bd0156b12447b16cc26ea64a70794b9ac4a1a1a91bb1240fdeaf21b4e
exact_sha256	flyff_farming_simulator/farming/model_contract.py	foreground_vision_bot/farming/model_contract.py	81b3cb719845d79ad2bb5bdafe6f0553c6844b43bb753311a623d90c5151bec8
exact_sha256	flyff_farming_simulator/farming/reward.py	foreground_vision_bot/farming/reward.py	bc523c9baafae78256a5044d53668403dad7b70043a12655ba51fc3a8ff91aab
exact_sha256	flyff_farming_simulator/farming/session.py	foreground_vision_bot/farming/session.py	2dcd4de0067a0fc61dfece951fb27dea8a2c5327308645ac9d7762cf9c97bb9f
exact_sha256	flyff_farming_simulator/map_assets/map.json	foreground_vision_bot/mapper/maps/tower_aoe/map.json	faaf8633457bc1bcdb61c781c8ca62c6f2e008174ed5b284c3d6c08df92fe815
exact_sha256	flyff_farming_simulator/map_assets/map_overview.png	foreground_vision_bot/mapper/maps/tower_aoe/map_overview.png	f913789595d8d1fb45d4d123e441968dac0e19f2e3afe194b6a5727baf07684c
exact_sha256	flyff_farming_simulator/map_assets/occupancy.npy	foreground_vision_bot/mapper/maps/tower_aoe/occupancy.npy	62fa3c9ec3aed0b3b134b82577292c0a8a67b0acc4111fde3a36e3d2684d789b
exact_sha256	flyff_farming_simulator/synthetic_curriculum/curriculum.json	flyff_farming_simulator/synthetic_curriculum_calibrated_arc_v1/curriculum.json	c30c79e69a21e51f4a72358985331ebeb2e7e183dff20bbc5f0bc3cf1039e81a
exact_sha256	flyff_farming_simulator/synthetic_curriculum/variants/01_early_open_field_typical_fast/map_assets/occupancy.npy	flyff_farming_simulator/synthetic_curriculum_calibrated_arc_v1/variants/01_early_open_field_typical_fast/map_assets/occupancy.npy	51937052c04b000b0c250cd121edef81650bbf389dfc82d6b520821907a3a0df
exact_sha256	flyff_farming_simulator/synthetic_curriculum/variants/02_early_wide_neck_high_typical/map_assets/occupancy.npy	flyff_farming_simulator/synthetic_curriculum_calibrated_arc_v1/variants/02_early_wide_neck_high_typical/map_assets/occupancy.npy	cc42a65afb6fed543022957016cad5b210b4d3046e67a7bad2db557f6a6d1d3e
exact_sha256	flyff_farming_simulator/synthetic_curriculum/variants/03_early_open_field_low_fast/map_assets/occupancy.npy	flyff_farming_simulator/synthetic_curriculum_calibrated_arc_v1/variants/03_early_open_field_low_fast/map_assets/occupancy.npy	4ddd457bf1d6f43f7d0be3047b9d6ac0a03b55847174512578a4669eecca9df3
exact_sha256	flyff_farming_simulator/synthetic_curriculum/variants/04_early_wide_neck_typical_bursty/map_assets/occupancy.npy	flyff_farming_simulator/synthetic_curriculum_calibrated_arc_v1/variants/04_early_wide_neck_typical_bursty/map_assets/occupancy.npy	70046ef2e9ca8ec2603b46c8bdbf9efda4a80afc193a3bddfad9ba3d2c0cf35f
exact_sha256	flyff_farming_simulator/synthetic_curriculum/variants/05_intermediate_irregular_plain_uneven_typical/map_assets/occupancy.npy	flyff_farming_simulator/synthetic_curriculum_calibrated_arc_v1/variants/05_intermediate_irregular_plain_uneven_typical/map_assets/occupancy.npy	48e7b934ad4e9db66537a2927abe606f184f7718d3ccafe16bfb4ea8cb069c85
exact_sha256	flyff_farming_simulator/synthetic_curriculum/variants/06_intermediate_split_field_typical_variable/map_assets/occupancy.npy	flyff_farming_simulator/synthetic_curriculum_calibrated_arc_v1/variants/06_intermediate_split_field_typical_variable/map_assets/occupancy.npy	d80122de09be1274a7f209864d9bf2724b95b91bd342011945745b32de205217
exact_sha256	flyff_farming_simulator/synthetic_curriculum/variants/07_intermediate_irregular_plain_high_bursty/map_assets/occupancy.npy	flyff_farming_simulator/synthetic_curriculum_calibrated_arc_v1/variants/07_intermediate_irregular_plain_high_bursty/map_assets/occupancy.npy	0e44afee90054fa044da4f7fa84a010fa4308ae24eb70d5cad590c3fdabdb3ad
exact_sha256	flyff_farming_simulator/synthetic_curriculum/variants/08_intermediate_split_field_shifting_typical/map_assets/occupancy.npy	flyff_farming_simulator/synthetic_curriculum_calibrated_arc_v1/variants/08_intermediate_split_field_shifting_typical/map_assets/occupancy.npy	7ad2a83fc8d57c68b56d4c3d6acb7e89308865d4a0526063dc47614fa767714a
exact_sha256	flyff_farming_simulator/synthetic_curriculum/variants/09_advanced_broad_lobes_shifting_variable/map_assets/occupancy.npy	flyff_farming_simulator/synthetic_curriculum_calibrated_arc_v1/variants/09_advanced_broad_lobes_shifting_variable/map_assets/occupancy.npy	0c4dddb33c813c120c548e9cec2b409484406645907fc5885f50b0a74de39799
exact_sha256	flyff_farming_simulator/synthetic_curriculum/variants/10_advanced_open_center_uneven_slow/map_assets/occupancy.npy	flyff_farming_simulator/synthetic_curriculum_calibrated_arc_v1/variants/10_advanced_open_center_uneven_slow/map_assets/occupancy.npy	76168bd414080061eff06ba3408d705d55fb33e2eaa255e3147f5744c379dbc4
exact_sha256	flyff_farming_simulator/synthetic_curriculum/variants/11_advanced_broad_lobes_low_variable/map_assets/occupancy.npy	flyff_farming_simulator/synthetic_curriculum_calibrated_arc_v1/variants/11_advanced_broad_lobes_low_variable/map_assets/occupancy.npy	f792870032197487e931bc48bf785080504b478af6d66b593472636db7755f4c
exact_sha256	flyff_farming_simulator/synthetic_curriculum/variants/12_advanced_open_center_high_slow/map_assets/occupancy.npy	flyff_farming_simulator/synthetic_curriculum_calibrated_arc_v1/variants/12_advanced_open_center_high_slow/map_assets/occupancy.npy	4d2b2c38a9a56427f1c66d7b999587bfe9fd2294d351a06b9527ac222dc14de7
exact_sha256	foreground_vision_bot/assets/map/map_arrow.png	foreground_vision_bot/assets/map/map_arrow_n.png	c75f5d848f7439cf00f23219c40de3d4ee1fdc9e094f7ad0edbbb35eaecf3ff5
