path	category	referenced_by	action
flyff_farming_simulator/evaluations/oracle_fresh_confirmation_qualification.json	scientific_reference	flyff_farming_simulator/run_logs/archive/OVERNIGHT_20260809_PIPELINE.md;flyff_farming_simulator/scratchpad_qualify_oracle_fresh_confirmation.py	commit
flyff_farming_simulator/evaluations/oracle_lookback_sweep.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/oracle_movement_sample_instrumentation.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/oracle_onset_diagnosis.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/oracle_robust_origin_at_onset_diagnosis.json	scientific_reference	flyff_farming_simulator/run_logs/archive/OVERNIGHT_20260809_PIPELINE.md;flyff_farming_simulator/scratchpad_diagnose_robust_origin_at_onset.py	commit
flyff_farming_simulator/evaluations/oracle_run_severity.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/oracle_v3_differential_diagnosis.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/oracle_v3_terminal_gate_onset_diagnosis.json	scientific_reference	flyff_farming_simulator/run_logs/archive/OVERNIGHT_20260809_PIPELINE.md;flyff_farming_simulator/scratchpad_diagnose_v3_terminal_gate_onsets.py	commit
flyff_farming_simulator/evaluations/orbit_one_intervention_diagnostic.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/orbit_policy_probability_diagnosis.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/orbit_reward_discount_audit.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/paired_ab_selector_test.json	scientific_reference	flyff_farming_simulator/scratchpad_general_router_episode.py;flyff_farming_simulator/simulator/kinodynamic_route_planner.py;flyff_farming_simulator/tests/test_kinodynamic_route_planner.py	commit
flyff_farming_simulator/evaluations/paired_ab_selector_test_corrected_previous_steering.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/paired_ab_selector_test_pre_fix_previous_steering_bug.json	redundant	exact_sha256_duplicate_of:flyff_farming_simulator/evaluations/paired_ab_selector_test.json	manifest_only
flyff_farming_simulator/evaluations/persistence_controller_pool_rerun.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/potential_shaping_audit.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/procedural_waypoint_recorded_seed0_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/procedural_waypoint_recorded_seed2_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/procedural_waypoint_recorded_seed8_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/procedural_waypoint_symmetric_seed0_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/procedural_waypoint_symmetric_seed2_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/procedural_waypoint_symmetric_seed8_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/pure_nav_v2_goal_normal_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/pure_nav_v2_goal_stable_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/pure_nav_v2_safety_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/pure_nav_v2_smoketest_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/pure_nav_v4_greedy_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/pure_nav_v4_sticky_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/reward_ablation_850m_targeted_eval.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/reward_ablation_new_failure_classification.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/route_follower_pool_rerun.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/route_follower_selector_audit.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/routing_regression_fixtures_result.json	scientific_reference	flyff_farming_simulator/scratchpad_routing_regression_fixtures.py	commit
flyff_farming_simulator/evaluations/routing_regression_fixtures_result_corrected_previous_steering.json	unknown	no_tracked_python_or_markdown_basename_reference_and_no_decisive_frozen_result_evidence	manifest_only
flyff_farming_simulator/evaluations/routing_regression_fixtures_result_postpatch.json	scientific_reference	flyff_farming_simulator/MISTAKES.md	commit
flyff_farming_simulator/evaluations/routing_regression_fixtures_result_pre_fix_previous_steering_bug.json	redundant	exact_sha256_duplicate_of:flyff_farming_simulator/evaluations/routing_regression_fixtures_result.json,flyff_farming_simulator/evaluations/routing_regression_fixtures_result_pre_selector_patch.json	manifest_only
flyff_farming_simulator/evaluations/routing_regression_fixtures_result_pre_selector_patch.json	scientific_reference	flyff_farming_simulator/scratchpad_router_v2_guarded_development_validation.py;flyff_farming_simulator/scratchpad_router_v2_recompute_gate_from_artifact.py	commit
flyff_farming_simulator/evaluations/single_obstacle_calibrated_arc_transfer_eval.json	scientific_reference	flyff_farming_simulator/scratchpad_single_obstacle_transfer_eval_calibrated_arc.py	commit
flyff_farming_simulator/evaluations/single_obstacle_qualified_checkpoint_transfer_eval.json	frozen_result	strict_filename_family_matches_tracked_final_confirmation_or_qualification_results	commit
flyff_farming_simulator/evaluations/single_obstacle_seed0_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/single_obstacle_seed2_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/single_obstacle_seed8_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/single_obstacle_transfer_seed0_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/single_obstacle_transfer_seed2_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/single_obstacle_transfer_seed8_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/static_waypoint_seed0_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/static_waypoint_seed1_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/static_waypoint_seed2_checkpoint_evals.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/steering_oracle_qualification.json	frozen_result	strict_filename_family_matches_tracked_final_confirmation_or_qualification_results	commit
flyff_farming_simulator/evaluations/steering_oracle_v3_PLAIN_no_terminal_gate_sigma1.5.json	redundant	exact_sha256_duplicate_of:flyff_farming_simulator/evaluations/steering_oracle_v3_qualification_sigma1.5.json	manifest_only
flyff_farming_simulator/evaluations/steering_oracle_v3_TERMINAL_GATE_PRE_DEPTH4_FIX_sigma1.5.json	redundant	exact_sha256_duplicate_of:flyff_farming_simulator/evaluations/steering_oracle_v3_TERMINAL_GATE_qualification_sigma1.5.json	manifest_only
flyff_farming_simulator/evaluations/steering_oracle_v3_TERMINAL_GATE_qualification_sigma1.5.json	frozen_result	strict_filename_family_matches_tracked_final_confirmation_or_qualification_results	commit
flyff_farming_simulator/evaluations/steering_oracle_v3_qualification_sigma1.0.json	frozen_result	strict_filename_family_matches_tracked_final_confirmation_or_qualification_results	commit
flyff_farming_simulator/evaluations/steering_oracle_v3_qualification_sigma1.5.json	frozen_result	strict_filename_family_matches_tracked_final_confirmation_or_qualification_results	commit
flyff_farming_simulator/evaluations/steering_oracle_v3_qualification_sigma2.0.json	frozen_result	strict_filename_family_matches_tracked_final_confirmation_or_qualification_results	commit
flyff_farming_simulator/evaluations/steering_oracle_v3_terminal_gate_matched.json	frozen_result	strict_filename_family_matches_tracked_final_confirmation_or_qualification_results	commit
flyff_farming_simulator/evaluations/target_thrashing_measurement_shard0.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/target_thrashing_measurement_shard1.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/target_thrashing_measurement_shard2.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/target_thrashing_measurement_shard3.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/target_thrashing_measurement_shard4.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/target_thrashing_measurement_shard5.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/target_thrashing_measurement_shard6.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/target_thrashing_measurement_shard7.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/target_thrashing_measurement_shard_missing.json	scientific_reference	flyff_farming_simulator/scratchpad_aggregate_target_thrashing.py;flyff_farming_simulator/scratchpad_measure_target_thrashing_missing.py	commit
flyff_farming_simulator/evaluations/teacher_collision_event_audit.json	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/evaluations/two_wall_s_route_postpatch_console.log	generated_intermediate	generated_or_diagnostic_intermediate_without_tracked_basename_reference	manifest_only
flyff_farming_simulator/synthetic_curriculum_advanced_challenge/	scientific_reference	flyff_farming_simulator/evaluations/manifests/advanced_challenge.json	commit
flyff_farming_simulator/synthetic_curriculum_advanced_training_v1/	scientific_reference	flyff_farming_simulator/RUN_CANONICAL_ADVANCED.py	commit
flyff_farming_simulator/synthetic_curriculum_advanced_unseen_profiles/	scientific_reference	flyff_farming_simulator/evaluations/manifests/advanced_unseen_profiles.json	commit
flyff_farming_simulator/synthetic_curriculum_calibrated_arc_v1/	scientific_reference	flyff_farming_simulator/run_logs/archive/OVERNIGHT_20260813_COMBINED_WAYPOINT_OBJECTIVE.md	commit
flyff_farming_simulator/synthetic_curriculum_intermediate_unseen_templates/	scientific_reference	flyff_farming_simulator/evaluations/manifests/intermediate_unseen_templates.json	commit
flyff_farming_simulator/synthetic_curriculum_oracle_fresh_confirmation/	scientific_reference	flyff_farming_simulator/run_logs/archive/OVERNIGHT_20260809_PIPELINE.md;flyff_farming_simulator/scratchpad_build_oracle_fresh_confirmation.py	commit
